item,token,tag,patent,partition,trainingTest
11408,method,O,100,9,test
11409,for,O,100,9,test
11410,providing,B-FUNCIONALIDADE,100,9,test
11411,content,I-FUNCIONALIDADE,100,9,test
11412,according,O,100,9,test
11413,to,O,100,9,test
11414,one,O,100,9,test
11415,embodiment,O,100,9,test
11416,of,O,100,9,test
11417,the,O,100,9,test
11418,present,O,100,9,test
11419,disclosure,O,100,9,test
11420,comprises,O,100,9,test
11421,identifying,B-FUNCIONALIDADE,100,9,test
11422,a,I-FUNCIONALIDADE,100,9,test
11423,vehicle,I-FUNCIONALIDADE,100,9,test
11424,driver,I-FUNCIONALIDADE,100,9,test
11425,",",O,100,9,test
11426,receiving,B-FUNCIONALIDADE,100,9,test
11427,an,I-FUNCIONALIDADE,100,9,test
11428,internal,I-FUNCIONALIDADE,100,9,test
11429,setting,I-FUNCIONALIDADE,100,9,test
11430,temperature,I-FUNCIONALIDADE,100,9,test
11431,of,O,100,9,test
11432,the,O,100,9,test
11433,vehicle,O,100,9,test
11434,",",O,100,9,test
11435,receiving,B-FUNCIONALIDADE,100,9,test
11436,internal,I-FUNCIONALIDADE,100,9,test
11437,and,I-FUNCIONALIDADE,100,9,test
11438,external,I-FUNCIONALIDADE,100,9,test
11439,temperature,I-FUNCIONALIDADE,100,9,test
11440,information,I-FUNCIONALIDADE,100,9,test
11441,of,O,100,9,test
11442,the,O,100,9,test
11443,vehicle,O,100,9,test
11444,",",O,100,9,test
11445,receiving,B-FUNCIONALIDADE,100,9,test
11446,current,I-FUNCIONALIDADE,100,9,test
11447,temperature,I-FUNCIONALIDADE,100,9,test
11448,setting,I-FUNCIONALIDADE,100,9,test
11449,information,I-FUNCIONALIDADE,100,9,test
11450,of,O,100,9,test
11451,other,O,100,9,test
11452,vehicles,O,100,9,test
11453,",",O,100,9,test
11454,determining,O,100,9,test
11455,whether,O,100,9,test
11456,the,O,100,9,test
11457,internal,O,100,9,test
11458,setting,O,100,9,test
11459,temperature,O,100,9,test
11460,of,O,100,9,test
11461,the,O,100,9,test
11462,vehicle,O,100,9,test
11463,is,O,100,9,test
11464,lower,O,100,9,test
11465,than,O,100,9,test
11466,a,O,100,9,test
11467,first,O,100,9,test
11468,threshold,O,100,9,test
11469,temperature,O,100,9,test
11470,",",O,100,9,test
11471,when,O,100,9,test
11472,the,O,100,9,test
11473,internal,O,100,9,test
11474,setting,O,100,9,test
11475,temperature,O,100,9,test
11476,of,O,100,9,test
11477,the,O,100,9,test
11478,vehicle,O,100,9,test
11479,is,O,100,9,test
11480,lower,O,100,9,test
11481,than,O,100,9,test
11482,the,O,100,9,test
11483,first,O,100,9,test
11484,threshold,O,100,9,test
11485,temperature,O,100,9,test
11486,",",O,100,9,test
11487,determining,O,100,9,test
11488,that,O,100,9,test
11489,the,O,100,9,test
11490,driver,B-PESSOA,100,9,test
11491,has,O,100,9,test
11492,a,O,100,9,test
11493,lot,O,100,9,test
11494,of,O,100,9,test
11495,body,O,100,9,test
11496,heat,O,100,9,test
11497,",",O,100,9,test
11498,and,O,100,9,test
11499,providing,B-FUNCIONALIDADE,100,9,test
11500,content,I-FUNCIONALIDADE,100,9,test
11501,according,O,100,9,test
11502,to,O,100,9,test
11503,the,O,100,9,test
11504,driver,O,100,9,test
11505,',O,100,9,test
11506,s,O,100,9,test
11507,physical,O,100,9,test
11508,constitution,O,100,9,test
11509,.,O,100,9,test
11510,There,O,101,9,test
11511,is,O,101,9,test
11512,a,O,101,9,test
11513,method,O,101,9,test
11514,of,O,101,9,test
11515,controlling,B-FUNCIONALIDADE,101,9,test
11516,a,I-FUNCIONALIDADE,101,9,test
11517,memory,I-FUNCIONALIDADE,101,9,test
11518,device,I-FUNCIONALIDADE,101,9,test
11519,.,O,101,9,test
11520,The,O,101,9,test
11521,method,O,101,9,test
11522,comprises,O,101,9,test
11523,acquiring,B-FUNCIONALIDADE,101,9,test
11524,a,I-FUNCIONALIDADE,101,9,test
11525,size,I-FUNCIONALIDADE,101,9,test
11526,of,I-FUNCIONALIDADE,101,9,test
11527,a,I-FUNCIONALIDADE,101,9,test
11528,PIM,I-FUNCIONALIDADE,101,9,test
11529,array,I-FUNCIONALIDADE,101,9,test
11530,provided,O,101,9,test
11531,to,O,101,9,test
11532,compute,O,101,9,test
11533,a,O,101,9,test
11534,convolution,B-SOFTWARE,101,9,test
11535,layer,I-SOFTWARE,101,9,test
11536,included,O,101,9,test
11537,in,O,101,9,test
11538,a,O,101,9,test
11539,deep,B-SOFTWARE,101,9,test
11540,neural,I-SOFTWARE,101,9,test
11541,network,I-SOFTWARE,101,9,test
11542,",",O,101,9,test
11543,a,O,101,9,test
11544,size,O,101,9,test
11545,of,O,101,9,test
11546,input,O,101,9,test
11547,data,O,101,9,test
11548,input,O,101,9,test
11549,to,O,101,9,test
11550,the,O,101,9,test
11551,convolution,B-SOFTWARE,101,9,test
11552,layer,I-SOFTWARE,101,9,test
11553,",",O,101,9,test
11554,and,O,101,9,test
11555,a,O,101,9,test
11556,size,O,101,9,test
11557,of,O,101,9,test
11558,a,O,101,9,test
11559,kernel,B-SOFTWARE,101,9,test
11560,filtering,O,101,9,test
11561,the,O,101,9,test
11562,input,O,101,9,test
11563,data,O,101,9,test
11564,",",O,101,9,test
11565,and,O,101,9,test
11566,determining,B-FUNCIONALIDADE,101,9,test
11567,a,I-FUNCIONALIDADE,101,9,test
11568,size,I-FUNCIONALIDADE,101,9,test
11569,of,I-FUNCIONALIDADE,101,9,test
11570,a,I-FUNCIONALIDADE,101,9,test
11571,parallel,I-FUNCIONALIDADE,101,9,test
11572,window,I-FUNCIONALIDADE,101,9,test
11573,such,O,101,9,test
11574,that,O,101,9,test
11575,a,O,101,9,test
11576,number,O,101,9,test
11577,of,O,101,9,test
11578,times,O,101,9,test
11579,of,O,101,9,test
11580,cycles,O,101,9,test
11581,of,O,101,9,test
11582,the,O,101,9,test
11583,PIM,O,101,9,test
11584,array,O,101,9,test
11585,for,O,101,9,test
11586,the,O,101,9,test
11587,convolution,B-SOFTWARE,101,9,test
11588,layer,I-SOFTWARE,101,9,test
11589,is,O,101,9,test
11590,minimized,O,101,9,test
11591,based,O,101,9,test
11592,on,O,101,9,test
11593,the,O,101,9,test
11594,size,O,101,9,test
11595,of,O,101,9,test
11596,the,O,101,9,test
11597,PIM,O,101,9,test
11598,array,O,101,9,test
11599,",",O,101,9,test
11600,the,O,101,9,test
11601,size,O,101,9,test
11602,of,O,101,9,test
11603,the,O,101,9,test
11604,input,O,101,9,test
11605,data,O,101,9,test
11606,",",O,101,9,test
11607,and,O,101,9,test
11608,the,O,101,9,test
11609,size,O,101,9,test
11610,of,O,101,9,test
11611,the,O,101,9,test
11612,kernel,B-SOFTWARE,101,9,test
11613,.,O,101,9,test
11614,The,O,102,9,test
11615,present,O,102,9,test
11616,disclosure,O,102,9,test
11617,discloses,O,102,9,test
11618,a,O,102,9,test
11619,method,O,102,9,test
11620,for,O,102,9,test
11621,displaying,B-FUNCIONALIDADE,102,9,test
11622,a,I-FUNCIONALIDADE,102,9,test
11623,motion,I-FUNCIONALIDADE,102,9,test
11624,monitoring,I-FUNCIONALIDADE,102,9,test
11625,interface,I-FUNCIONALIDADE,102,9,test
11626,.,O,102,9,test
11627,The,O,102,9,test
11628,method,O,102,9,test
11629,includes,O,102,9,test
11630,:,O,102,9,test
11631,obtaining,B-FUNCIONALIDADE,102,9,test
11632,a,I-FUNCIONALIDADE,102,9,test
11633,movement,I-FUNCIONALIDADE,102,9,test
11634,signal,I-FUNCIONALIDADE,102,9,test
11635,during,O,102,9,test
11636,a,O,102,9,test
11637,motion,O,102,9,test
11638,of,O,102,9,test
11639,a,O,102,9,test
11640,user,O,102,9,test
11641,from,O,102,9,test
11642,at,O,102,9,test
11643,least,O,102,9,test
11644,one,O,102,9,test
11645,sensor,B-HARDWARE,102,9,test
11646,",",O,102,9,test
11647,wherein,O,102,9,test
11648,the,O,102,9,test
11649,movement,O,102,9,test
11650,signal,O,102,9,test
11651,at,O,102,9,test
11652,least,O,102,9,test
11653,includes,O,102,9,test
11654,an,O,102,9,test
11655,electromyographic,O,102,9,test
11656,signal,O,102,9,test
11657,or,O,102,9,test
11658,an,O,102,9,test
11659,attitude,O,102,9,test
11660,signal,O,102,9,test
11661,",",O,102,9,test
11662,determining,B-FUNCIONALIDADE,102,9,test
11663,information,I-FUNCIONALIDADE,102,9,test
11664,related,O,102,9,test
11665,to,O,102,9,test
11666,the,O,102,9,test
11667,motion,O,102,9,test
11668,of,O,102,9,test
11669,the,O,102,9,test
11670,user,B-PESSOA,102,9,test
11671,by,O,102,9,test
11672,processing,B-FUNCIONALIDADE,102,9,test
11673,the,I-FUNCIONALIDADE,102,9,test
11674,movement,I-FUNCIONALIDADE,102,9,test
11675,signal,I-FUNCIONALIDADE,102,9,test
11676,",",O,102,9,test
11677,and,O,102,9,test
11678,displaying,B-FUNCIONALIDADE,102,9,test
11679,the,I-FUNCIONALIDADE,102,9,test
11680,information,I-FUNCIONALIDADE,102,9,test
11681,related,O,102,9,test
11682,to,O,102,9,test
11683,the,O,102,9,test
11684,motion,O,102,9,test
11685,of,O,102,9,test
11686,the,O,102,9,test
11687,user,B-PESSOA,102,9,test
11688,.,O,102,9,test
11689,A,O,103,9,test
11690,motion,B-SOFTWARE,103,9,test
11691,monitoring,I-SOFTWARE,103,9,test
11692,method,I-SOFTWARE,103,9,test
11693,(,O,103,9,test
11694,500,O,103,9,test
11695,),O,103,9,test
11696,is,O,103,9,test
11697,provided,O,103,9,test
11698,",",O,103,9,test
11699,which,O,103,9,test
11700,includes,O,103,9,test
11701,:,O,103,9,test
11702,obtaining,B-FUNCIONALIDADE,103,9,test
11703,a,I-FUNCIONALIDADE,103,9,test
11704,movement,I-FUNCIONALIDADE,103,9,test
11705,signal,I-FUNCIONALIDADE,103,9,test
11706,of,O,103,9,test
11707,a,O,103,9,test
11708,user,O,103,9,test
11709,during,O,103,9,test
11710,motion,O,103,9,test
11711,",",O,103,9,test
11712,wherein,O,103,9,test
11713,the,O,103,9,test
11714,movement,O,103,9,test
11715,signal,O,103,9,test
11716,includes,O,103,9,test
11717,at,O,103,9,test
11718,least,O,103,9,test
11719,an,O,103,9,test
11720,electromyographic,O,103,9,test
11721,signal,O,103,9,test
11722,or,O,103,9,test
11723,an,O,103,9,test
11724,attitude,O,103,9,test
11725,signal,O,103,9,test
11726,(,O,103,9,test
11727,510,O,103,9,test
11728,),O,103,9,test
11729,",",O,103,9,test
11730,and,O,103,9,test
11731,monitoring,B-FUNCIONALIDADE,103,9,test
11732,a,I-FUNCIONALIDADE,103,9,test
11733,movement,I-FUNCIONALIDADE,103,9,test
11734,of,O,103,9,test
11735,the,O,103,9,test
11736,user,O,103,9,test
11737,during,O,103,9,test
11738,motion,O,103,9,test
11739,based,O,103,9,test
11740,at,O,103,9,test
11741,least,O,103,9,test
11742,on,O,103,9,test
11743,feature,O,103,9,test
11744,information,O,103,9,test
11745,corresponding,O,103,9,test
11746,to,O,103,9,test
11747,the,O,103,9,test
11748,electromyographic,O,103,9,test
11749,signal,O,103,9,test
11750,or,O,103,9,test
11751,the,O,103,9,test
11752,feature,O,103,9,test
11753,information,O,103,9,test
11754,corresponding,O,103,9,test
11755,to,O,103,9,test
11756,the,O,103,9,test
11757,attitude,O,103,9,test
11758,signal,O,103,9,test
11759,(,O,103,9,test
11760,520,O,103,9,test
11761,),O,103,9,test
11762,.,O,103,9,test
11763,In,O,104,9,test
11764,a,O,104,9,test
11765,remotely,B-HARDWARE,104,9,test
11766,piloted,I-HARDWARE,104,9,test
11767,vehicle,I-HARDWARE,104,9,test
11768,system,I-HARDWARE,104,9,test
11769,",",O,104,9,test
11770,a,O,104,9,test
11771,ground,B-HARDWARE,104,9,test
11772,station,I-HARDWARE,104,9,test
11773,has,O,104,9,test
11774,a,O,104,9,test
11775,payload,B-HARDWARE,104,9,test
11776,controller,I-HARDWARE,104,9,test
11777,(,O,104,9,test
11778,PC,O,104,9,test
11779,),O,104,9,test
11780,",",O,104,9,test
11781,ground,B-HARDWARE,104,9,test
11782,data,I-HARDWARE,104,9,test
11783,terminal,I-HARDWARE,104,9,test
11784,(,O,104,9,test
11785,GDT,O,104,9,test
11786,),O,104,9,test
11787,",",O,104,9,test
11788,and,O,104,9,test
11789,first,O,104,9,test
11790,payload,B-HARDWARE,104,9,test
11791,interface,I-HARDWARE,104,9,test
11792,module,I-HARDWARE,104,9,test
11793,(,O,104,9,test
11794,PIM,O,104,9,test
11795,),O,104,9,test
11796,having,O,104,9,test
11797,a,O,104,9,test
11798,first,O,104,9,test
11799,interface,O,104,9,test
11800,of,O,104,9,test
11801,a,O,104,9,test
11802,payload,O,104,9,test
11803,-,O,104,9,test
11804,specific,O,104,9,test
11805,type,O,104,9,test
11806,to,O,104,9,test
11807,the,O,104,9,test
11808,PC,O,104,9,test
11809,and,O,104,9,test
11810,a,O,104,9,test
11811,first,O,104,9,test
11812,network,O,104,9,test
11813,interface,O,104,9,test
11814,to,O,104,9,test
11815,the,O,104,9,test
11816,GDT,O,104,9,test
11817,",",O,104,9,test
11818,and,O,104,9,test
11819,the,O,104,9,test
11820,first,O,104,9,test
11821,PIM,O,104,9,test
11822,converts,B-FUNCIONALIDADE,104,9,test
11823,between,I-FUNCIONALIDADE,104,9,test
11824,signals,I-FUNCIONALIDADE,104,9,test
11825,of,O,104,9,test
11826,the,O,104,9,test
11827,first,O,104,9,test
11828,interface,O,104,9,test
11829,and,O,104,9,test
11830,corresponding,O,104,9,test
11831,messages,O,104,9,test
11832,of,O,104,9,test
11833,the,O,104,9,test
11834,first,O,104,9,test
11835,network,O,104,9,test
11836,interface,O,104,9,test
11837,.,O,104,9,test
11838,Aa,O,104,9,test
11839,remotely,B-HARDWARE,104,9,test
11840,piloted,I-HARDWARE,104,9,test
11841,vehicle,I-HARDWARE,104,9,test
11842,has,O,104,9,test
11843,a,O,104,9,test
11844,payload,O,104,9,test
11845,(,O,104,9,test
11846,PL,O,104,9,test
11847,),O,104,9,test
11848,",",O,104,9,test
11849,a,O,104,9,test
11850,vehicle,B-HARDWARE,104,9,test
11851,data,I-HARDWARE,104,9,test
11852,terminal,I-HARDWARE,104,9,test
11853,(,O,104,9,test
11854,VDT,O,104,9,test
11855,),O,104,9,test
11856,",",O,104,9,test
11857,and,O,104,9,test
11858,a,O,104,9,test
11859,second,O,104,9,test
11860,PIM,O,104,9,test
11861,having,O,104,9,test
11862,a,O,104,9,test
11863,second,O,104,9,test
11864,interface,B-HARDWARE,104,9,test
11865,of,I-HARDWARE,104,9,test
11866,the,I-HARDWARE,104,9,test
11867,payload,I-HARDWARE,104,9,test
11868,-,I-HARDWARE,104,9,test
11869,specific,I-HARDWARE,104,9,test
11870,type,O,104,9,test
11871,to,O,104,9,test
11872,the,O,104,9,test
11873,PL,O,104,9,test
11874,and,O,104,9,test
11875,a,O,104,9,test
11876,second,O,104,9,test
11877,network,O,104,9,test
11878,interface,O,104,9,test
11879,to,O,104,9,test
11880,the,O,104,9,test
11881,VDT,O,104,9,test
11882,.,O,104,9,test
11883,The,O,104,9,test
11884,VDT,O,104,9,test
11885,is,O,104,9,test
11886,communicatively,O,104,9,test
11887,coupled,O,104,9,test
11888,to,O,104,9,test
11889,the,O,104,9,test
11890,GDT,O,104,9,test
11891,for,O,104,9,test
11892,transfer,B-FUNCIONALIDADE,104,9,test
11893,of,I-FUNCIONALIDADE,104,9,test
11894,messages,I-FUNCIONALIDADE,104,9,test
11895,",",O,104,9,test
11896,and,O,104,9,test
11897,the,O,104,9,test
11898,second,O,104,9,test
11899,PIM,O,104,9,test
11900,converts,B-FUNCIONALIDADE,104,9,test
11901,between,I-FUNCIONALIDADE,104,9,test
11902,messages,I-FUNCIONALIDADE,104,9,test
11903,of,O,104,9,test
11904,the,O,104,9,test
11905,second,O,104,9,test
11906,network,O,104,9,test
11907,interface,O,104,9,test
11908,and,O,104,9,test
11909,corresponding,O,104,9,test
11910,signals,O,104,9,test
11911,of,O,104,9,test
11912,the,O,104,9,test
11913,second,O,104,9,test
11914,interface,O,104,9,test
11915,.,O,104,9,test
11916,The,O,104,9,test
11917,PIMs,O,104,9,test
11918,form,O,104,9,test
11919,respective,O,104,9,test
11920,endpoints,O,104,9,test
11921,of,O,104,9,test
11922,a,O,104,9,test
11923,ground,O,104,9,test
11924,-,O,104,9,test
11925,to,O,104,9,test
11926,-,O,104,9,test
11927,vehicle,O,104,9,test
11928,channel,O,104,9,test
11929,between,O,104,9,test
11930,the,O,104,9,test
11931,PC,O,104,9,test
11932,and,O,104,9,test
11933,PL,O,104,9,test
11934,.,O,104,9,test
11935,A,O,105,9,test
11936,battery,B-HARDWARE,105,9,test
11937,apparatus,I-HARDWARE,105,9,test
11938,including,O,105,9,test
11939,a,O,105,9,test
11940,first,O,105,9,test
11941,battery,B-HARDWARE,105,9,test
11942,pack,I-HARDWARE,105,9,test
11943,for,O,105,9,test
11944,providing,B-FUNCIONALIDADE,105,9,test
11945,a,I-FUNCIONALIDADE,105,9,test
11946,first,I-FUNCIONALIDADE,105,9,test
11947,voltage,I-FUNCIONALIDADE,105,9,test
11948,",",O,105,9,test
11949,a,O,105,9,test
11950,battery,B-HARDWARE,105,9,test
11951,management,I-HARDWARE,105,9,test
11952,system,I-HARDWARE,105,9,test
11953,for,O,105,9,test
11954,managing,B-FUNCIONALIDADE,105,9,test
11955,the,I-FUNCIONALIDADE,105,9,test
11956,first,I-FUNCIONALIDADE,105,9,test
11957,battery,I-FUNCIONALIDADE,105,9,test
11958,pack,I-FUNCIONALIDADE,105,9,test
11959,",",O,105,9,test
11960,and,O,105,9,test
11961,a,O,105,9,test
11962,second,O,105,9,test
11963,battery,B-HARDWARE,105,9,test
11964,pack,I-HARDWARE,105,9,test
11965,for,O,105,9,test
11966,providing,B-FUNCIONALIDADE,105,9,test
11967,a,I-FUNCIONALIDADE,105,9,test
11968,second,I-FUNCIONALIDADE,105,9,test
11969,voltage,I-FUNCIONALIDADE,105,9,test
11970,lower,O,105,9,test
11971,than,O,105,9,test
11972,the,O,105,9,test
11973,first,O,105,9,test
11974,voltage,O,105,9,test
11975,is,O,105,9,test
11976,provided,O,105,9,test
11977,.,O,105,9,test
11978,The,O,105,9,test
11979,second,O,105,9,test
11980,battery,B-HARDWARE,105,9,test
11981,pack,I-HARDWARE,105,9,test
11982,includes,O,105,9,test
11983,a,O,105,9,test
11984,plurality,O,105,9,test
11985,of,O,105,9,test
11986,battery,B-HARDWARE,105,9,test
11987,cells,I-HARDWARE,105,9,test
11988,",",O,105,9,test
11989,and,O,105,9,test
11990,the,O,105,9,test
11991,battery,B-HARDWARE,105,9,test
11992,management,I-HARDWARE,105,9,test
11993,system,I-HARDWARE,105,9,test
11994,selects,B-FUNCIONALIDADE,105,9,test
11995,a,I-FUNCIONALIDADE,105,9,test
11996,battery,I-FUNCIONALIDADE,105,9,test
11997,cell,I-FUNCIONALIDADE,105,9,test
11998,group,I-FUNCIONALIDADE,105,9,test
11999,including,O,105,9,test
12000,a,O,105,9,test
12001,predetermined,O,105,9,test
12002,number,O,105,9,test
12003,of,O,105,9,test
12004,battery,B-HARDWARE,105,9,test
12005,cells,I-HARDWARE,105,9,test
12006,from,O,105,9,test
12007,among,O,105,9,test
12008,the,O,105,9,test
12009,plurality,O,105,9,test
12010,of,O,105,9,test
12011,battery,B-HARDWARE,105,9,test
12012,cells,I-HARDWARE,105,9,test
12013,of,O,105,9,test
12014,the,O,105,9,test
12015,second,O,105,9,test
12016,battery,B-HARDWARE,105,9,test
12017,pack,I-HARDWARE,105,9,test
12018,.,O,105,9,test
12019,The,O,105,9,test
12020,selected,O,105,9,test
12021,battery,B-HARDWARE,105,9,test
12022,cell,I-HARDWARE,105,9,test
12023,group,I-HARDWARE,105,9,test
12024,supplies,B-FUNCIONALIDADE,105,9,test
12025,an,I-FUNCIONALIDADE,105,9,test
12026,operating,I-FUNCIONALIDADE,105,9,test
12027,voltage,I-FUNCIONALIDADE,105,9,test
12028,to,O,105,9,test
12029,an,O,105,9,test
12030,operating,B-HARDWARE,105,9,test
12031,device,I-HARDWARE,105,9,test
12032,of,I-HARDWARE,105,9,test
12033,the,I-HARDWARE,105,9,test
12034,battery,I-HARDWARE,105,9,test
12035,management,I-HARDWARE,105,9,test
12036,system,I-HARDWARE,105,9,test
12037,.,O,105,9,test
12038,Provided,O,106,9,test
12039,are,O,106,9,test
12040,an,O,106,9,test
12041,image,O,106,9,test
12042,processing,O,106,9,test
12043,method,O,106,9,test
12044,and,O,106,9,test
12045,an,O,106,9,test
12046,image,B-HARDWARE,106,9,test
12047,processing,I-HARDWARE,106,9,test
12048,device,I-HARDWARE,106,9,test
12049,.,O,106,9,test
12050,The,O,106,9,test
12051,image,O,106,9,test
12052,processing,O,106,9,test
12053,method,O,106,9,test
12054,includes,O,106,9,test
12055,generating,B-FUNCIONALIDADE,106,9,test
12056,an,I-FUNCIONALIDADE,106,9,test
12057,image,I-FUNCIONALIDADE,106,9,test
12058,based,O,106,9,test
12059,on,O,106,9,test
12060,viewpoint,O,106,9,test
12061,information,O,106,9,test
12062,of,O,106,9,test
12063,a,O,106,9,test
12064,user,B-PESSOA,106,9,test
12065,",",O,106,9,test
12066,rendering,B-FUNCIONALIDADE,106,9,test
12067,the,I-FUNCIONALIDADE,106,9,test
12068,image,I-FUNCIONALIDADE,106,9,test
12069,based,O,106,9,test
12070,on,O,106,9,test
12071,information,O,106,9,test
12072,about,O,106,9,test
12073,what,O,106,9,test
12074,is,O,106,9,test
12075,in,O,106,9,test
12076,front,O,106,9,test
12077,of,O,106,9,test
12078,the,O,106,9,test
12079,user,B-PESSOA,106,9,test
12080,",",O,106,9,test
12081,and,O,106,9,test
12082,outputting,B-FUNCIONALIDADE,106,9,test
12083,the,I-FUNCIONALIDADE,106,9,test
12084,rendered,I-FUNCIONALIDADE,106,9,test
12085,image,I-FUNCIONALIDADE,106,9,test
12086,using,O,106,9,test
12087,an,O,106,9,test
12088,optical,O,106,9,test
12089,element,O,106,9,test
12090,.,O,106,9,test
12091,A,O,107,9,test
12092,vehicle,O,107,9,test
12093,includes,O,107,9,test
12094,an,O,107,9,test
12095,advanced,B-SOFTWARE,107,9,test
12096,driver,I-SOFTWARE,107,9,test
12097,-,I-SOFTWARE,107,9,test
12098,assistance,I-SOFTWARE,107,9,test
12099,system,I-SOFTWARE,107,9,test
12100,(,O,107,9,test
12101,ADAS,O,107,9,test
12102,),O,107,9,test
12103,configured,O,107,9,test
12104,to,O,107,10,test
12105,intervene,B-FUNCIONALIDADE,107,10,test
12106,in,I-FUNCIONALIDADE,107,10,test
12107,an,I-FUNCIONALIDADE,107,10,test
12108,operation,I-FUNCIONALIDADE,107,10,test
12109,of,O,107,10,test
12110,the,O,107,10,test
12111,control,O,107,10,test
12112,system,O,107,10,test
12113,by,O,107,10,test
12114,complementing,O,107,10,test
12115,or,O,107,10,test
12116,overriding,B-FUNCIONALIDADE,107,10,test
12117,the,I-FUNCIONALIDADE,107,10,test
12118,driving,I-FUNCIONALIDADE,107,10,test
12119,input,I-FUNCIONALIDADE,107,10,test
12120,in,O,107,10,test
12121,response,O,107,10,test
12122,to,O,107,10,test
12123,detecting,B-FUNCIONALIDADE,107,10,test
12124,a,I-FUNCIONALIDADE,107,10,test
12125,driving,I-FUNCIONALIDADE,107,10,test
12126,condition,I-FUNCIONALIDADE,107,10,test
12127,dependent,I-FUNCIONALIDADE,107,10,test
12128,on,O,107,10,test
12129,a,O,107,10,test
12130,calibration,O,107,10,test
12131,parameter,O,107,10,test
12132,indicative,O,107,10,test
12133,of,O,107,10,test
12134,a,O,107,10,test
12135,preference,O,107,10,test
12136,of,O,107,10,test
12137,execution,O,107,10,test
12138,of,O,107,10,test
12139,the,O,107,10,test
12140,driving,O,107,10,test
12141,maneuver,O,107,10,test
12142,.,O,107,10,test
12143,The,O,107,10,test
12144,ADAS,O,107,10,test
12145,is,O,107,10,test
12146,calibrated,O,107,10,test
12147,based,O,107,10,test
12148,on,O,107,10,test
12149,a,O,107,10,test
12150,crowd,O,107,10,test
12151,-,O,107,10,test
12152,local,O,107,10,test
12153,distribution,O,107,10,test
12154,function,O,107,10,test
12155,of,O,107,10,test
12156,the,O,107,10,test
12157,calibration,O,107,10,test
12158,parameter,O,107,10,test
12159,indicative,O,107,10,test
12160,of,O,107,10,test
12161,a,O,107,10,test
12162,distribution,O,107,10,test
12163,of,O,107,10,test
12164,the,O,107,10,test
12165,preference,O,107,10,test
12166,of,O,107,10,test
12167,execution,O,107,10,test
12168,of,O,107,10,test
12169,the,O,107,10,test
12170,driving,O,107,10,test
12171,maneuver,O,107,10,test
12172,by,O,107,10,test
12173,other,O,107,10,test
12174,drivers,B-PESSOA,107,10,test
12175,of,O,107,10,test
12176,other,O,107,10,test
12177,vehicles,O,107,10,test
12178,at,O,107,10,test
12179,a,O,107,10,test
12180,specific,O,107,10,test
12181,location,O,107,10,test
12182,or,O,107,10,test
12183,a,O,107,10,test
12184,specific,O,107,10,test
12185,environment,O,107,10,test
12186,in,O,107,10,test
12187,response,O,107,10,test
12188,to,O,107,10,test
12189,detecting,O,107,10,test
12190,that,O,107,10,test
12191,the,O,107,10,test
12192,vehicle,O,107,10,test
12193,approaches,O,107,10,test
12194,the,O,107,10,test
12195,specific,O,107,10,test
12196,location,O,107,10,test
12197,or,O,107,10,test
12198,the,O,107,10,test
12199,specific,O,107,10,test
12200,environment,O,107,10,test
12201,.,O,107,10,test
12202,Examples,O,108,10,test
12203,are,O,108,10,test
12204,provided,O,108,10,test
12205,for,O,108,10,test
12206,traffic,B-SOFTWARE,108,10,test
12207,pole,I-SOFTWARE,108,10,test
12208,verification,I-SOFTWARE,108,10,test
12209,systems,I-SOFTWARE,108,10,test
12210,.,O,108,10,test
12211,In,O,108,10,test
12212,one,O,108,10,test
12213,example,O,108,10,test
12214,",",O,108,10,test
12215,a,O,108,10,test
12216,traffic,B-SOFTWARE,108,10,test
12217,detection,I-SOFTWARE,108,10,test
12218,system,I-SOFTWARE,108,10,test
12219,in,O,108,10,test
12220,a,O,108,10,test
12221,vehicle,O,108,10,test
12222,includes,O,108,10,test
12223,a,O,108,10,test
12224,navigation,B-HARDWARE,108,10,test
12225,sensor,I-HARDWARE,108,10,test
12226,",",O,108,10,test
12227,a,O,108,10,test
12228,communication,B-SOFTWARE,108,10,test
12229,system,I-SOFTWARE,108,10,test
12230,",",O,108,10,test
12231,a,O,108,10,test
12232,processor,B-HARDWARE,108,10,test
12233,",",O,108,10,test
12234,and,O,108,10,test
12235,a,O,108,10,test
12236,storage,B-HARDWARE,108,10,test
12237,device,I-HARDWARE,108,10,test
12238,storing,O,108,10,test
12239,instructions,O,108,10,test
12240,executable,O,108,10,test
12241,by,O,108,10,test
12242,the,O,108,10,test
12243,processor,O,108,10,test
12244,to,O,108,10,test
12245,determine,B-FUNCIONALIDADE,108,10,test
12246,a,I-FUNCIONALIDADE,108,10,test
12247,current,I-FUNCIONALIDADE,108,10,test
12248,location,I-FUNCIONALIDADE,108,10,test
12249,information,I-FUNCIONALIDADE,108,10,test
12250,of,O,108,10,test
12251,the,O,108,10,test
12252,vehicle,O,108,10,test
12253,",",O,108,10,test
12254,obtain,B-FUNCIONALIDADE,108,10,test
12255,a,I-FUNCIONALIDADE,108,10,test
12256,referring,I-FUNCIONALIDADE,108,10,test
12257,traffic,I-FUNCIONALIDADE,108,10,test
12258,pole,I-FUNCIONALIDADE,108,10,test
12259,information,I-FUNCIONALIDADE,108,10,test
12260,based,O,108,10,test
12261,on,O,108,10,test
12262,the,O,108,10,test
12263,current,O,108,10,test
12264,location,O,108,10,test
12265,information,O,108,10,test
12266,",",O,108,10,test
12267,receive,O,108,10,test
