item	token	tag	start	end	document	partition	sentence	trainingTest
12039	are	O	15	18	106	8	292	validation
12040	an	O	19	21	106	8	292	validation
12041	image	O	22	27	106	8	292	validation
12042	processing	O	28	38	106	8	292	validation
12043	method	O	39	45	106	8	292	validation
12044	and	O	46	49	106	8	292	validation
12045	an	O	50	52	106	8	292	validation
12046	image	B-HARDWARE	53	58	106	8	292	validation
12047	processing	I-HARDWARE	59	69	106	8	292	validation
12048	device	I-HARDWARE	70	76	106	8	292	validation
12049	. 	O	76	77	106	8	292	validation
12050	The	O	78	81	106	8	293	validation
12051	image	O	82	87	106	8	293	validation
12052	processing	O	88	98	106	8	293	validation
12053	method	O	99	105	106	8	293	validation
12054	includes	O	106	114	106	8	293	validation
12055	generating	B-FUNCIONALIDADE	115	125	106	8	293	validation
12056	an	I-FUNCIONALIDADE	126	128	106	8	293	validation
12057	image	I-FUNCIONALIDADE	129	134	106	8	293	validation
12058	based	O	135	140	106	8	293	validation
12059	on	O	141	143	106	8	293	validation
12060	viewpoint	O	144	153	106	8	293	validation
12061	information	O	154	165	106	8	293	validation
12062	of	O	166	168	106	8	293	validation
12063	a	O	169	170	106	8	293	validation
12064	user	B-PESSOA	171	175	106	8	293	validation
12065	"	O	175	176	106	8	293	validation
12066	rendering	B-FUNCIONALIDADE	177	186	106	8	293	validation
12067	the	I-FUNCIONALIDADE	187	190	106	8	293	validation
12068	image	I-FUNCIONALIDADE	191	196	106	8	293	validation
12069	based	O	197	202	106	8	293	validation
12070	on	O	203	205	106	8	293	validation
12071	information	O	206	217	106	8	293	validation
12072	about	O	218	223	106	8	293	validation
12073	what	O	224	228	106	8	293	validation
12074	is	O	229	231	106	8	293	validation
12075	in	O	232	234	106	8	293	validation
12076	front	O	235	240	106	8	293	validation
12077	of	O	241	243	106	8	293	validation
12078	the	O	244	247	106	8	293	validation
12079	user	B-PESSOA	248	252	106	8	293	validation
12080	"	O	252	253	106	8	293	validation
12081	and	O	254	257	106	8	293	validation
12082	outputting	B-FUNCIONALIDADE	258	268	106	8	293	validation
12083	the	I-FUNCIONALIDADE	269	272	106	8	293	validation
12084	rendered	I-FUNCIONALIDADE	273	281	106	8	293	validation
12085	image	I-FUNCIONALIDADE	282	287	106	8	293	validation
12086	using	O	288	293	106	8	293	validation
12087	an	O	294	296	106	8	293	validation
12088	optical	O	297	304	106	8	293	validation
12089	element	O	305	312	106	8	293	validation
12090	. 	O	312	313	106	8	293	validation
13324	A	O	0	7	118	8	320	validation
13325	system	O	8	14	118	8	320	validation
13326	includes	O	15	23	118	8	320	validation
13327	a	O	24	25	118	8	320	validation
13328	communication	O	26	39	118	8	320	validation
13329	section	O	40	47	118	8	320	validation
13330	communicably	O	48	60	118	8	320	validation
13331	connected	O	61	70	118	8	320	validation
13332	to	O	71	73	118	8	320	validation
13333	a	O	74	75	118	8	320	validation
13334	network	B-COMUNICAÇÃO	76	83	118	8	320	validation
13335	,	O	83	84	118	8	320	validation
13336	and	O	85	88	118	8	320	validation
13337	configured	O	89	99	118	8	320	validation
13338	to	O	100	102	118	8	320	validation
13339	receive	B-FUNCIONALIDADE	103	110	118	8	320	validation
13340	requests	I-FUNCIONALIDADE	111	119	118	8	320	validation
13341	for	O	120	123	118	8	320	validation
13342	data	O	124	128	118	8	320	validation
13343	flows	O	129	134	118	8	320	validation
13344	from	O	135	139	118	8	320	validation
13345	user	O	140	144	118	8	320	validation
13346	equipment	O	145	154	118	8	320	validation
13347	attached	O	155	163	118	8	320	validation
13348	to	O	164	166	118	8	320	validation
13349	the	O	167	170	118	8	320	validation
13350	network	B-COMUNICAÇÃO	171	178	118	8	320	validation
13351	. 	O	178	179	118	8	320	validation
13352	The	O	180	183	118	8	321	validation
13353	system	O	184	190	118	8	321	validation
13354	may	O	191	194	118	8	321	validation
13355	further	O	195	202	118	8	321	validation
13356	include	O	203	210	118	8	321	validation
13357	a	O	211	212	118	8	321	validation
13358	flow	B-SOFTWARE	213	217	118	8	321	validation
13359	path	I-SOFTWARE	218	222	118	8	321	validation
13360	determination	I-SOFTWARE	223	236	118	8	321	validation
13361	section	I-SOFTWARE	237	244	118	8	321	validation
13362	configured	O	245	255	118	8	321	validation
13363	to	O	256	258	118	8	321	validation
13364	determine	O	259	268	118	8	321	validation
13365	,	O	268	269	118	8	321	validation
13366	for	O	270	273	118	8	321	validation
13367	each	O	274	278	118	8	321	validation
13368	data	O	279	283	118	8	321	validation
13369	flow	O	284	288	118	8	321	validation
13370	requested	O	289	298	118	8	321	validation
13371	,	O	298	299	118	8	321	validation
13372	an	O	300	302	118	8	321	validation
13373	optimal	O	303	310	118	8	321	validation
13374	signal	O	311	317	118	8	321	validation
13375	path	O	318	322	118	8	321	validation
13376	from	O	323	327	118	8	321	validation
13377	among	O	328	333	118	8	321	validation
13378	a	O	334	335	118	8	321	validation
13379	plurality	O	336	345	118	8	321	validation
13380	of	O	346	348	118	8	321	validation
13381	potential	O	349	358	118	8	321	validation
13382	signal	O	359	365	118	8	321	validation
13383	paths	O	366	371	118	8	321	validation
13384	based	O	372	377	118	8	321	validation
13385	on	O	378	380	118	8	321	validation
13386	substantially	O	381	394	118	8	321	validation
13387	current	O	395	402	118	8	321	validation
13388	characteristics	O	403	418	118	8	321	validation
13389	of	O	419	421	118	8	321	validation
13390	the	O	422	425	118	8	321	validation
13391	potential	O	426	435	118	8	321	validation
13392	signal	O	436	442	118	8	321	validation
13393	paths	O	443	448	118	8	321	validation
13394	and	O	449	452	118	8	321	validation
13395	on	O	453	455	118	8	321	validation
13396	characteristics	O	456	471	118	8	321	validation
13397	of	O	472	474	118	8	321	validation
13398	the	O	475	478	118	8	321	validation
13399	data	O	479	483	118	8	321	validation
13400	flow	O	484	488	118	8	321	validation
13401	requested	O	489	498	118	8	321	validation
13402	. 	O	498	499	118	8	321	validation
13403	The	O	500	503	118	8	322	validation
13404	system	O	504	510	118	8	322	validation
13405	may	O	511	514	118	8	322	validation
13406	further	O	515	522	118	8	322	validation
13407	include	O	523	530	118	8	322	validation
13408	a	O	531	532	118	8	322	validation
13409	command	B-SOFTWARE	533	540	118	8	322	validation
13410	plane	I-SOFTWARE	541	546	118	8	322	validation
13411	section	I-SOFTWARE	547	554	118	8	322	validation
13412	configured	O	555	565	118	8	322	validation
13413	to	O	566	568	118	8	322	validation
13414	control	B-FUNCIONALIDADE	569	576	118	8	322	validation
13415	routing	I-FUNCIONALIDADE	577	584	118	8	322	validation
13416	of	O	585	587	118	8	322	validation
13417	each	O	588	592	118	8	322	validation
13418	requested	O	593	602	118	8	322	validation
13419	data	O	603	607	118	8	322	validation
13420	flow	O	608	612	118	8	322	validation
13421	in	O	613	615	118	8	322	validation
13422	accordance	O	616	626	118	8	322	validation
13423	with	O	627	631	118	8	322	validation
13424	the	O	632	635	118	8	322	validation
13425	optimal	O	636	643	118	8	322	validation
13426	signal	O	644	650	118	8	322	validation
13427	path	O	651	655	118	8	322	validation
13428	determined	O	656	666	118	8	322	validation
13429	by	O	667	669	118	8	322	validation
13430	the	O	670	673	118	8	322	validation
13431	flow	B-SOFTWARE	674	678	118	8	322	validation
13432	path	I-SOFTWARE	679	683	118	8	322	validation
13433	determination	I-SOFTWARE	684	697	118	8	322	validation
13434	section	I-SOFTWARE	698	705	118	8	322	validation
13435	for	O	706	709	118	8	322	validation
13436	the	O	710	713	118	8	322	validation
13437	respective	O	714	724	118	8	322	validation
13438	data	O	725	729	118	8	322	validation
13439	. 	O	729	730	118	8	322	validation
392	A	O	0	5	4	9	11	test
393	terminal	B-HARDWARE	6	14	4	9	11	test
394	device	I-HARDWARE	15	21	4	9	11	test
395	is	O	22	24	4	9	11	test
396	provided	O	25	33	4	9	11	test
397	to	O	34	36	4	9	11	test
398	output	B-FUNCIONALIDADE	37	43	4	9	11	test
399	information	I-FUNCIONALIDADE	44	55	4	9	11	test
400	about	O	56	61	4	9	11	test
401	using	O	62	67	4	9	11	test
402	a	O	68	69	4	9	11	test
403	transport	O	70	79	4	9	11	test
404	device	O	80	86	4	9	11	test
405	for	O	87	90	4	9	11	test
406	a	O	91	92	4	9	11	test
407	travel	O	93	99	4	9	11	test
408	to	O	100	102	4	9	11	test
409	a	O	103	104	4	9	11	test
410	destination	O	105	116	4	9	11	test
411	,	O	116	117	4	9	11	test
412	a	O	118	119	4	9	11	test
413	vehicle	O	120	127	4	9	11	test
414	communicating	O	128	141	4	9	11	test
415	with	O	142	146	4	9	11	test
416	the	O	147	150	4	9	11	test
417	terminal	O	151	159	4	9	11	test
418	device	O	160	166	4	9	11	test
419	,	O	166	167	4	9	11	test
420	a	O	168	169	4	9	11	test
421	personal	B-HARDWARE	170	178	4	9	11	test
422	mobility	I-HARDWARE	179	187	4	9	11	test
423	device	I-HARDWARE	188	194	4	9	11	test
424	communicating	O	195	208	4	9	11	test
425	with	O	209	213	4	9	11	test
426	the	O	214	217	4	9	11	test
427	terminal	O	218	226	4	9	11	test
428	device	O	227	233	4	9	11	test
429	,	O	233	234	4	9	11	test
430	a	O	235	236	4	9	11	test
431	method	O	237	243	4	9	11	test
432	of	O	244	246	4	9	11	test
433	controlling	B-FUNCIONALIDADE	247	258	4	9	11	test
434	the	I-FUNCIONALIDADE	259	262	4	9	11	test
435	terminal	I-FUNCIONALIDADE	263	271	4	9	11	test
436	device	I-FUNCIONALIDADE	272	278	4	9	11	test
437	,	O	278	279	4	9	11	test
438	and	O	280	283	4	9	11	test
439	a	O	284	285	4	9	11	test
440	method	O	286	292	4	9	11	test
441	of	O	293	295	4	9	11	test
442	controlling	B-FUNCIONALIDADE	296	307	4	9	11	test
443	the	I-FUNCIONALIDADE	308	311	4	9	11	test
444	vehicle	I-FUNCIONALIDADE	312	319	4	9	11	test
445	. 	O	319	320	4	9	11	test
1871	A	O	0	6	18	9	51	test
1872	building	B-HARDWARE	7	15	18	9	51	test
1873	device	I-HARDWARE	16	22	18	9	51	test
1874	of	O	23	25	18	9	51	test
1875	a	O	26	27	18	9	51	test
1876	building	O	28	36	18	9	51	test
1877	includes	O	37	45	18	9	51	test
1878	or	O	46	48	18	9	51	test
1879	is	O	49	51	18	9	51	test
1880	in	O	52	54	18	9	51	test
1881	communication	O	55	68	18	9	51	test
1882	with	O	69	73	18	9	51	test
1883	a	O	74	75	18	9	51	test
1884	processing	B-HARDWARE	76	86	18	9	51	test
1885	circuit	I-HARDWARE	87	94	18	9	51	test
1886	configured	O	95	105	18	9	51	test
1887	to	O	106	108	18	9	51	test
1888	store	B-FUNCIONALIDADE	109	114	18	9	51	test
1889	one	I-FUNCIONALIDADE	115	118	18	9	51	test
1890	or	I-FUNCIONALIDADE	119	121	18	9	51	test
1891	more	I-FUNCIONALIDADE	122	126	18	9	51	test
1892	files	I-FUNCIONALIDADE	127	132	18	9	51	test
1893	,	O	132	133	18	9	51	test
1894	each	O	134	138	18	9	51	test
1895	of	O	139	141	18	9	51	test
1896	the	O	142	145	18	9	51	test
1897	one	O	146	149	18	9	51	test
1898	or	O	150	152	18	9	51	test
1899	more	O	153	157	18	9	51	test
1900	files	O	158	163	18	9	51	test
1901	comprising	O	164	174	18	9	51	test
1902	instructions	O	175	187	18	9	51	test
1903	and	O	188	191	18	9	51	test
1904	a	O	192	193	18	9	51	test
1905	ledger	O	194	200	18	9	51	test
1906	,	O	200	201	18	9	51	test
1907	the	O	202	205	18	9	51	test
1908	ledger	O	206	212	18	9	51	test
1909	comprising	B-FUNCIONALIDADE	213	223	18	9	51	test
1910	information	I-FUNCIONALIDADE	224	235	18	9	51	test
1911	describing	O	236	246	18	9	51	test
1912	at	O	247	249	18	9	51	test
1913	least	O	250	255	18	9	51	test
1914	one	O	256	259	18	9	51	test
1915	of	O	260	262	18	9	51	test
1916	the	O	263	266	18	9	51	test
1917	one	O	267	270	18	9	51	test
1918	or	O	271	273	18	9	51	test
1919	more	O	274	278	18	9	51	test
1920	files	O	279	284	18	9	51	test
1921	. 	O	284	285	18	9	51	test
1922	The	O	286	289	18	9	52	test
1923	processing	B-HARDWARE	290	300	18	9	52	test
1924	circuit	I-HARDWARE	301	308	18	9	52	test
1925	is	O	309	311	18	9	52	test
1926	configured	O	312	322	18	9	52	test
1927	to	O	323	325	18	9	52	test
1928	verify	B-FUNCIONALIDADE	326	332	18	9	52	test
1929	the	I-FUNCIONALIDADE	333	336	18	9	52	test
1930	one	I-FUNCIONALIDADE	337	340	18	9	52	test
1931	or	I-FUNCIONALIDADE	341	343	18	9	52	test
1932	more	I-FUNCIONALIDADE	344	348	18	9	52	test
1933	files	I-FUNCIONALIDADE	349	354	18	9	52	test
1934	by	O	355	357	18	9	52	test
1935	retrieving	O	358	368	18	9	52	test
1936	a	O	369	370	18	9	52	test
1937	root	O	371	375	18	9	52	test
1938	ledger	O	376	382	18	9	52	test
1939	from	O	383	387	18	9	52	test
1940	storage	O	388	395	18	9	52	test
1941	of	O	396	398	18	9	52	test
1942	the	O	399	402	18	9	52	test
1943	processing	B-HARDWARE	403	413	18	9	52	test
1944	circuit	I-HARDWARE	414	421	18	9	52	test
1945	,	O	421	422	18	9	52	test
1946	wherein	O	423	430	18	9	52	test
1947	the	O	431	434	18	9	52	test
1948	root	O	435	439	18	9	52	test
1949	ledger	O	440	446	18	9	52	test
1950	comprises	O	447	456	18	9	52	test
1951	information	O	457	468	18	9	52	test
1952	based	O	469	474	18	9	52	test
1953	on	O	475	477	18	9	52	test
1954	one	O	478	481	18	9	52	test
1955	or	O	482	484	18	9	52	test
1956	more	O	485	489	18	9	52	test
1957	characteristics	O	490	505	18	9	52	test
1958	of	O	506	508	18	9	52	test
1959	a	O	509	510	18	9	52	test
1960	blockchain	B-SOFTWARE	511	521	18	9	52	test
1961	,	O	521	522	18	9	52	test
1962	reassembling	B-FUNCIONALIDADE	523	535	18	9	52	test
1963	the	I-FUNCIONALIDADE	536	539	18	9	52	test
1964	blockchain	I-FUNCIONALIDADE	540	550	18	9	52	test
1965	based	O	551	556	18	9	52	test
1966	on	O	557	559	18	9	52	test
1967	the	O	560	563	18	9	52	test
1968	ledger	O	564	570	18	9	52	test
1969	of	O	571	573	18	9	52	test
1970	each	O	574	578	18	9	52	test
1971	of	O	579	581	18	9	52	test
1972	the	O	582	585	18	9	52	test
1973	one	O	586	589	18	9	52	test
1974	or	O	590	592	18	9	52	test
1975	more	O	593	597	18	9	52	test
1976	files	O	598	603	18	9	52	test
1977	,	O	603	604	18	9	52	test
1978	verifying	B-FUNCIONALIDADE	605	614	18	9	52	test
1979	the	I-FUNCIONALIDADE	615	618	18	9	52	test
1980	blockchain	I-FUNCIONALIDADE	619	629	18	9	52	test
1981	with	O	630	634	18	9	52	test
1982	the	O	635	638	18	9	52	test
1983	root	O	639	643	18	9	52	test
1984	ledger	O	644	650	18	9	52	test
1985	,	O	650	651	18	9	52	test
1986	and	O	652	655	18	9	52	test
1987	verifying	B-FUNCIONALIDADE	656	665	18	9	52	test
1988	the	I-FUNCIONALIDADE	666	669	18	9	52	test
1989	one	I-FUNCIONALIDADE	670	673	18	9	52	test
1990	or	I-FUNCIONALIDADE	674	676	18	9	52	test
1991	more	I-FUNCIONALIDADE	677	681	18	9	52	test
1992	files	I-FUNCIONALIDADE	682	687	18	9	52	test
1993	with	O	688	692	18	9	52	test
1994	the	O	693	696	18	9	52	test
1995	verified	B-SOFTWARE	697	705	18	9	52	test
1996	blockchain	I-SOFTWARE	706	716	18	9	52	test
1997	. 	O	716	717	18	9	52	test
1998	The	O	718	721	18	9	53	test
1999	processing	B-HARDWARE	722	732	18	9	53	test
2000	circuit	I-HARDWARE	733	740	18	9	53	test
2001	is	O	741	743	18	9	53	test
2002	configured	O	744	754	18	9	53	test
2003	to	O	755	757	18	9	53	test
2004	execute	B-FUNCIONALIDADE	758	765	18	9	53	test
2005	the	I-FUNCIONALIDADE	766	769	18	9	53	test
2006	instructions	I-FUNCIONALIDADE	770	782	18	9	53	test
2007	of	O	783	785	18	9	53	test
2008	the	O	786	789	18	9	53	test
2009	one	O	790	793	18	9	53	test
2010	or	O	794	796	18	9	53	test
2011	more	O	797	801	18	9	53	test
2012	files	O	802	807	18	9	53	test
2013	in	O	808	810	18	9	53	test
2014	response	O	811	819	18	9	53	test
2015	to	O	820	822	18	9	53	test
2016	a	O	823	824	18	9	53	test
2017	determination	O	825	838	18	9	53	test
2018	that	O	839	843	18	9	53	test
2019	the	O	844	847	18	9	53	test
2020	one	O	848	851	18	9	53	test
2021	or	O	852	854	18	9	53	test
2022	more	O	855	859	18	9	53	test
2023	files	O	860	865	18	9	53	test
2024	are	O	866	869	18	9	53	test
2025	verified	O	870	878	18	9	53	test
2026	. 	O	878	879	18	9	53	test
3307	This	O	0	9	29	9	91	test
3308	disclosure	O	10	20	29	9	91	test
3309	relates	O	21	28	29	9	91	test
3310	generally	O	29	38	29	9	91	test
3311	to	O	39	41	29	9	91	test
3312	method	O	42	48	29	9	91	test
3313	and	O	49	52	29	9	91	test
3314	system	O	53	59	29	9	91	test
3315	for	O	60	63	29	9	91	test
3316	detecting	B-FUNCIONALIDADE	64	73	29	9	91	test
3317	on	I-FUNCIONALIDADE	74	76	29	9	91	test
3318	-	I-FUNCIONALIDADE	76	77	29	9	91	test
3319	street	I-FUNCIONALIDADE	77	83	29	9	91	test
3320	parking	I-FUNCIONALIDADE	84	91	29	9	91	test
3321	violations	I-FUNCIONALIDADE	92	102	29	9	91	test
3322	. 	O	102	103	29	9	91	test
3323	The	O	104	107	29	9	92	test
3324	method	O	108	114	29	9	92	test
3325	include	O	115	122	29	9	92	test
3326	capturing	O	123	132	29	9	92	test
3327	,	O	132	133	29	9	92	test
3328	by	O	134	136	29	9	92	test
3329	using	O	137	142	29	9	92	test
3330	an	O	143	145	29	9	92	test
3331	media	B-HARDWARE	146	151	29	9	92	test
3332	capturing	I-HARDWARE	152	161	29	9	92	test
3333	device	I-HARDWARE	162	168	29	9	92	test
3334	embodied	O	169	177	29	9	92	test
3335	in	O	178	180	29	9	92	test
3336	an	O	181	183	29	9	92	test
3337	electronic	B-HARDWARE	184	194	29	9	92	test
3338	device	I-HARDWARE	195	201	29	9	92	test
3339	mounted	O	202	209	29	9	92	test
3340	in	O	210	212	29	9	92	test
3341	a	O	213	214	29	9	92	test
3342	vehicle	O	215	222	29	9	92	test
3343	,	O	222	223	29	9	92	test
3344	a	O	224	225	29	9	92	test
3345	video	O	226	231	29	9	92	test
3346	stream	O	232	238	29	9	92	test
3347	of	O	239	241	29	9	92	test
3348	a	O	242	243	29	9	92	test
3349	scene	O	244	249	29	9	92	test
3350	during	O	250	256	29	9	92	test
3351	a	O	257	258	29	9	92	test
3352	trip	O	259	263	29	9	92	test
3353	of	O	264	266	29	9	92	test
3354	the	O	267	270	29	9	92	test
3355	vehicle	O	271	278	29	9	92	test
3356	. 	O	278	279	29	9	92	test
3357	The	O	280	283	29	9	93	test
3358	video	O	284	289	29	9	93	test
3359	stream	O	290	296	29	9	93	test
3360	is	O	297	299	29	9	93	test
3361	processed	O	300	309	29	9	93	test
3362	at	O	310	312	29	9	93	test
3363	the	O	313	316	29	9	93	test
3364	electronic	B-HARDWARE	317	327	29	9	93	test
3365	device	I-HARDWARE	328	334	29	9	93	test
3366	to	O	335	337	29	9	93	test
3367	identify	B-FUNCIONALIDADE	338	346	29	9	93	test
3368	target	I-FUNCIONALIDADE	347	353	29	9	93	test
3369	objects	I-FUNCIONALIDADE	354	361	29	9	93	test
3370	such	O	362	366	29	9	93	test
3371	as	O	367	369	29	9	93	test
3372	no	O	370	372	29	9	93	test
3373	-	O	372	373	29	9	93	test
3374	parking	O	373	380	29	9	93	test
3375	signage	O	381	388	29	9	93	test
3376	and	O	389	392	29	9	93	test
3377	vehicles	O	393	401	29	9	93	test
3378	parked	O	402	408	29	9	93	test
3379	in	O	409	411	29	9	93	test
3380	the	O	412	415	29	9	93	test
3381	vicinity	O	416	424	29	9	93	test
3382	thereof	O	425	432	29	9	93	test
3383	. 	O	432	433	29	9	93	test
3384	A	O	434	435	29	9	94	test
3385	meta	O	436	440	29	9	94	test
3386	-	O	440	441	29	9	94	test
3387	information	O	441	452	29	9	94	test
3388	associated	O	453	463	29	9	94	test
3389	with	O	464	468	29	9	94	test
3390	the	O	469	472	29	9	94	test
3391	target	O	473	479	29	9	94	test
3392	objects	O	480	487	29	9	94	test
3393	is	O	488	490	29	9	94	test
3394	stored	O	491	497	29	9	94	test
3395	in	O	498	500	29	9	94	test
3396	form	O	501	505	29	9	94	test
3397	of	O	506	508	29	9	94	test
3398	a	O	509	510	29	9	94	test
3399	short	O	511	516	29	9	94	test
3400	-	O	516	517	29	9	94	test
3401	term	O	517	521	29	9	94	test
3402	historian	O	522	531	29	9	94	test
3403	in	O	532	534	29	9	94	test
3404	a	O	535	536	29	9	94	test
3405	repository	O	537	547	29	9	94	test
3406	associated	O	548	558	29	9	94	test
3407	with	O	559	563	29	9	94	test
3408	the	O	564	567	29	9	94	test
3409	electronic	B-HARDWARE	568	578	29	9	94	test
3410	device	I-HARDWARE	579	585	29	9	94	test
3411	. 	O	585	586	29	9	94	test
3412	The	O	587	590	29	9	95	test
3413	absolute	O	591	599	29	9	95	test
3414	locations	O	600	609	29	9	95	test
3415	of	O	610	612	29	9	95	test
3416	the	O	613	616	29	9	95	test
3417	target	O	617	623	29	9	95	test
3418	objects	O	624	631	29	9	95	test
3419	are	O	632	635	29	9	95	test
3420	determined	O	636	646	29	9	95	test
3421	and	O	647	650	29	9	95	test
3422	the	O	651	654	29	9	95	test
3423	historian	O	655	664	29	9	95	test
3424	is	O	665	667	29	9	95	test
3425	updated	O	668	675	29	9	95	test
3426	with	O	676	680	29	9	95	test
3427	the	O	681	684	29	9	95	test
3428	values	O	685	691	29	9	95	test
3429	of	O	692	694	29	9	95	test
3430	the	O	695	698	29	9	95	test
3431	absolute	O	699	707	29	9	95	test
3432	locations	O	708	717	29	9	95	test
3433	. 	O	717	718	29	9	95	test
3434	A	O	719	720	29	9	96	test
3435	set	O	721	724	29	9	96	test
3436	of	O	725	727	29	9	96	test
3437	unique	O	728	734	29	9	96	test
3438	target	O	735	741	29	9	96	test
3439	objects	O	742	749	29	9	96	test
3440	is	O	750	752	29	9	96	test
3441	determined	O	753	763	29	9	96	test
3442	from	O	764	768	29	9	96	test
3443	amongst	O	769	776	29	9	96	test
3444	the	O	777	780	29	9	96	test
3445	target	O	781	787	29	9	96	test
3446	objects	O	788	795	29	9	96	test
3447	and	O	796	799	29	9	96	test
3448	a	O	800	801	29	9	96	test
3449	meta	O	802	806	29	9	96	test
3450	-	O	806	807	29	9	96	test
3451	information	O	807	818	29	9	96	test
3452	associated	O	819	829	29	9	96	test
3453	with	O	830	834	29	9	96	test
3454	the	O	835	838	29	9	96	test
3455	unique	O	839	845	29	9	96	test
3456	objects	O	846	853	29	9	96	test
3457	is	O	854	856	29	9	96	test
3458	sent	O	857	861	29	9	96	test
3459	to	O	862	864	29	9	96	test
3460	a	O	865	866	29	9	96	test
3461	cloud	B-SOFTWARE	867	872	29	9	96	test
3462	server	I-SOFTWARE	873	879	29	9	96	test
3463	for	O	880	883	29	9	96	test
3464	determining	B-FUNCIONALIDADE	884	895	29	9	96	test
3465	parking	I-FUNCIONALIDADE	896	903	29	9	96	test
3466	violations	I-FUNCIONALIDADE	904	914	29	9	96	test
3467	. 	O	914	915	29	9	96	test
4229	Apparatus	O	0	14	36	9	115	test
4230	and	O	15	18	36	9	115	test
4231	systems	O	19	26	36	9	115	test
4232	using	O	27	32	36	9	115	test
4233	merchandise	B-HARDWARE	33	44	36	9	115	test
4234	activity	I-HARDWARE	45	53	36	9	115	test
4235	sensors	I-HARDWARE	54	61	36	9	115	test
4236	for	O	62	65	36	9	115	test
4237	increasing	B-FUNCIONALIDADE	66	76	36	9	115	test
4238	the	I-FUNCIONALIDADE	77	80	36	9	115	test
4239	awareness	I-FUNCIONALIDADE	81	90	36	9	115	test
4240	of	I-FUNCIONALIDADE	91	93	36	9	115	test
4241	interactivity	I-FUNCIONALIDADE	94	107	36	9	115	test
4242	with	O	108	112	36	9	115	test
4243	merchandise	O	113	124	36	9	115	test
4244	on	O	125	127	36	9	115	test
4245	retail	O	128	134	36	9	115	test
4246	store	O	135	140	36	9	115	test
4247	displays	O	141	149	36	9	115	test
4248	(	O	150	151	36	9	115	test
4249	shelves	O	151	158	36	9	115	test
4250	,	O	158	159	36	9	115	test
4251	peg	O	160	163	36	9	115	test
4252	hooks	O	164	169	36	9	115	test
4253	,	O	169	170	36	9	115	test
4254	merchandise	O	171	182	36	9	115	test
4255	pushers	O	183	190	36	9	115	test
4256	,	O	190	191	36	9	115	test
4257	and	O	192	195	36	9	115	test
4258	other	O	196	201	36	9	115	test
4259	Point	O	202	207	36	9	115	test
4260	of	O	208	210	36	9	115	test
4261	Purchase	O	211	219	36	9	115	test
4262	displays	O	220	228	36	9	115	test
4263	)	O	228	229	36	9	115	test
4264	in	O	230	232	36	9	115	test
4265	order	O	233	238	36	9	115	test
4266	to	O	239	241	36	9	115	test
4267	facilitate	B-FUNCIONALIDADE	242	252	36	9	115	test
4268	more	I-FUNCIONALIDADE	253	257	36	9	115	test
4269	effective	I-FUNCIONALIDADE	258	267	36	9	115	test
4270	customer	I-FUNCIONALIDADE	268	276	36	9	115	test
4271	service	I-FUNCIONALIDADE	277	284	36	9	115	test
4272	,	O	284	285	36	9	115	test
4273	reduce	B-FUNCIONALIDADE	286	292	36	9	115	test
4274	theft	I-FUNCIONALIDADE	293	298	36	9	115	test
4275	and	O	299	302	36	9	115	test
4276	to	O	303	305	36	9	115	test
4277	provide	B-FUNCIONALIDADE	306	313	36	9	115	test
4278	additional	I-FUNCIONALIDADE	314	324	36	9	115	test
4279	analysis	I-FUNCIONALIDADE	325	333	36	9	115	test
4280	data	I-FUNCIONALIDADE	334	338	36	9	115	test
4281	related	O	339	346	36	9	115	test
4282	to	O	347	349	36	9	115	test
4283	merchandise	O	350	361	36	9	115	test
4284	/	O	361	362	36	9	115	test
4285	shopper	O	362	369	36	9	115	test
4286	interaction	O	370	381	36	9	115	test
4287	. 	O	381	382	36	9	115	test
7372	In	O	0	7	64	9	186	test
7373	general	O	8	15	64	9	186	test
7374	,	O	15	16	64	9	186	test
7375	systems	O	17	24	64	9	186	test
7376	and	O	25	28	64	9	186	test
7377	methods	O	29	36	64	9	186	test
7378	for	O	37	40	64	9	186	test
7379	controlling	B-FUNCIONALIDADE	41	52	64	9	186	test
7380	operation	I-FUNCIONALIDADE	53	62	64	9	186	test
7381	of	O	63	65	64	9	186	test
7382	drug	B-HARDWARE	66	70	64	9	186	test
7383	administration	I-HARDWARE	71	85	64	9	186	test
7384	devices	I-HARDWARE	86	93	64	9	186	test
7385	using	O	94	99	64	9	186	test
7386	surgical	O	100	108	64	9	186	test
7387	hubs	O	109	113	64	9	186	test
7388	are	O	114	117	64	9	186	test
7389	provided	O	118	126	64	9	186	test
7390	. 	O	126	127	64	9	186	test
8488	A	O	0	6	75	9	214	test
8489	first	O	7	12	75	9	214	test
8490	application	B-PESSOA	13	24	75	9	214	test
8491	client	I-PESSOA	25	31	75	9	214	test
8492	on	O	32	34	75	9	214	test
8493	a	O	35	36	75	9	214	test
8494	first	O	37	42	75	9	214	test
8495	UE	O	43	45	75	9	214	test
8496	served	O	46	52	75	9	214	test
8497	by	O	53	55	75	9	214	test
8498	a	O	56	57	75	9	214	test
8499	first	O	58	63	75	9	214	test
8500	RAN	B-COMUNICAÇÃO	64	67	75	9	214	test
8501	node	I-COMUNICAÇÃO	68	72	75	9	214	test
8502	,	O	72	73	75	9	214	test
8503	and	O	74	77	75	9	214	test
8504	a	O	78	79	75	9	214	test
8505	second	O	80	86	75	9	214	test
8506	application	B-PESSOA	87	98	75	9	214	test
8507	client	I-PESSOA	99	105	75	9	214	test
