item,token,tag,sentence,start,end,document,partition,trainingTest
11149,a,O,352,238,239,98,8,test
11150,calibration,O,352,240,251,98,8,test
11151,parameter,O,352,252,261,98,8,test
11152,indicative,O,352,262,272,98,8,test
11153,of,O,352,273,275,98,8,test
11154,a,O,352,276,277,98,8,test
11155,preference,O,352,278,288,98,8,test
11156,of,O,352,289,291,98,8,test
11157,execution,O,352,292,301,98,8,test
11158,of,O,352,302,304,98,8,test
11159,the,O,352,305,308,98,8,test
11160,driving,O,352,309,316,98,8,test
11161,maneuver,O,352,317,325,98,8,test
11162,.,O,352,325,326,98,8,test
11163,The,O,353,0,3,98,8,test
11164,ADAS,O,353,4,8,98,8,test
11165,is,O,353,9,11,98,8,test
11166,calibrated,O,353,12,22,98,8,test
11167,based,O,353,23,28,98,8,test
11168,on,B-SOFTWARE,353,29,31,98,8,test
11169,a,I-SOFTWARE,353,32,33,98,8,test
11170,crowd,I-SOFTWARE,353,34,39,98,8,test
11171,-,I-SOFTWARE,353,39,40,98,8,test
11172,local,I-SOFTWARE,353,40,45,98,8,test
11173,distribution,I-SOFTWARE,353,46,58,98,8,test
11174,function,O,353,59,67,98,8,test
11175,of,O,353,68,70,98,8,test
11176,the,O,353,71,74,98,8,test
11177,calibration,O,353,75,86,98,8,test
11178,parameter,B-FUNCIONALIDADE,353,87,96,98,8,test
11179,indicative,I-FUNCIONALIDADE,353,97,107,98,8,test
11180,of,O,353,108,110,98,8,test
11181,a,O,353,111,112,98,8,test
11182,distribution,O,353,113,125,98,8,test
11183,of,O,353,126,128,98,8,test
11184,the,O,353,129,132,98,8,test
11185,preference,O,353,133,143,98,8,test
11186,of,O,353,144,146,98,8,test
11187,execution,O,353,147,156,98,8,test
11188,of,B-FUNCIONALIDADE,353,157,159,98,8,test
11189,the,I-FUNCIONALIDADE,353,160,163,98,8,test
11190,driving,I-FUNCIONALIDADE,353,164,171,98,8,test
11191,maneuver,O,353,172,180,98,8,test
11192,by,O,353,181,183,98,8,test
11193,other,O,353,184,189,98,8,test
11194,drivers,O,353,190,197,98,8,test
11195,of,B-FUNCIONALIDADE,353,198,200,98,8,test
11196,other,I-FUNCIONALIDADE,353,201,206,98,8,test
11197,vehicles,I-FUNCIONALIDADE,353,207,215,98,8,test
11198,at,I-FUNCIONALIDADE,353,216,218,98,8,test
11199,a,I-FUNCIONALIDADE,353,219,220,98,8,test
11200,specific,I-FUNCIONALIDADE,353,221,229,98,8,test
11201,location,O,353,230,238,98,8,test
11202,or,O,353,239,241,98,8,test
11203,a,O,353,242,243,98,8,test
11204,specific,O,353,244,252,98,8,test
11205,environment,O,353,253,264,98,8,test
11206,in,O,353,265,267,98,8,test
11207,response,O,353,268,276,98,8,test
11208,to,O,353,277,279,98,8,test
11209,detecting,O,353,280,289,98,8,test
11210,that,O,353,290,294,98,8,test
11211,the,O,353,295,298,98,8,test
11212,vehicle,O,353,299,306,98,8,test
11213,approaches,O,353,307,317,98,8,test
11214,the,O,353,318,321,98,8,test
11215,specific,O,353,322,330,98,8,test
11216,location,O,353,331,339,98,8,test
11217,or,O,353,340,342,98,8,test
11218,the,O,353,343,346,98,8,test
11219,specific,O,353,347,355,98,8,test
11220,environment,O,353,356,367,98,8,test
11221,.,O,353,367,368,98,8,test
11222,1_133_The,O,355,0,9,99,9,test
11223,present,O,355,10,17,99,9,test
11224,disclosure,O,355,18,28,99,9,test
11225,relates,O,355,29,36,99,9,test
11226,to,O,355,37,39,99,9,test
11227,a,O,355,40,41,99,9,test
11228,deep,B-HARDWARE,355,42,46,99,9,test
11229,neural,I-HARDWARE,355,47,53,99,9,test
11230,network,I-HARDWARE,355,54,61,99,9,test
11231,-,I-HARDWARE,355,61,62,99,9,test
11232,based,I-HARDWARE,355,62,67,99,9,test
11233,object,I-HARDWARE,355,68,74,99,9,test
11234,detection,I-HARDWARE,355,75,84,99,9,test
11235,device,I-HARDWARE,355,85,91,99,9,test
11236,",",O,355,91,92,99,9,test
11237,system,O,355,93,99,99,9,test
11238,",",O,355,99,100,99,9,test
11239,and,O,355,101,104,99,9,test
11240,method,O,355,105,111,99,9,test
11241,",",O,355,111,112,99,9,test
11242,and,O,355,113,116,99,9,test
11243,more,O,355,117,121,99,9,test
11244,particularly,O,355,122,134,99,9,test
11245,",",O,355,134,135,99,9,test
11246,to,O,355,136,138,99,9,test
11247,a,O,355,139,140,99,9,test
11248,deep,B-HARDWARE,355,141,145,99,9,test
11249,neural,I-HARDWARE,355,146,152,99,9,test
11250,network,I-HARDWARE,355,153,160,99,9,test
11251,-,I-HARDWARE,355,160,161,99,9,test
11252,based,I-HARDWARE,355,161,166,99,9,test
11253,object,I-HARDWARE,355,167,173,99,9,test
11254,detection,I-HARDWARE,355,174,183,99,9,test
11255,device,I-HARDWARE,355,184,190,99,9,test
11256,",",O,355,190,191,99,9,test
11257,system,O,355,192,198,99,9,test
11258,",",O,355,198,199,99,9,test
11259,and,O,355,200,203,99,9,test
11260,method,O,355,204,210,99,9,test
11261,capable,O,355,211,218,99,9,test
11262,of,O,355,219,221,99,9,test
11263,rapidly,O,355,222,229,99,9,test
11264,detecting,B-FUNCIONALIDADE,355,230,239,99,9,test
11265,an,I-FUNCIONALIDADE,355,240,242,99,9,test
11266,object,I-FUNCIONALIDADE,355,243,249,99,9,test
11267,in,O,355,250,252,99,9,test
11268,an,O,355,253,255,99,9,test
11269,image,O,355,256,261,99,9,test
11270,in,O,355,262,264,99,9,test
11271,real,O,355,265,269,99,9,test
11272,time,O,355,270,274,99,9,test
11273,.,O,355,274,275,99,9,test
11274,1_111_In,O,357,0,8,100,3,training
11275,a,O,357,9,10,100,3,training
11276,battery,O,357,11,18,100,3,training
11277,apparatus,O,357,19,28,100,3,training
11278,",",O,357,28,29,100,3,training
11279,a,O,357,30,31,100,3,training
11280,battery,B-HARDWARE,357,32,39,100,3,training
11281,pack,I-HARDWARE,357,40,44,100,3,training
11282,includes,O,357,45,53,100,3,training
11283,a,O,357,54,55,100,3,training
11284,plurality,O,357,56,65,100,3,training
11285,of,O,357,66,68,100,3,training
11286,battery,B-HARDWARE,357,69,76,100,3,training
11287,modules,I-HARDWARE,357,77,84,100,3,training
11288,and,O,357,85,88,100,3,training
11289,a,O,357,89,90,100,3,training
11290,bus,B-HARDWARE,357,91,94,100,3,training
11291,-,I-HARDWARE,357,94,95,100,3,training
11292,bar,I-HARDWARE,357,95,98,100,3,training
11293,connecting,B-FUNCIONALIDADE,357,99,109,100,3,training
11294,two,I-FUNCIONALIDADE,357,110,113,100,3,training
11295,battery,I-FUNCIONALIDADE,357,114,121,100,3,training
11296,modules,I-FUNCIONALIDADE,357,122,129,100,3,training
11297,among,O,357,130,135,100,3,training
11298,the,O,357,136,139,100,3,training
11299,plurality,O,357,140,149,100,3,training
11300,of,O,357,150,152,100,3,training
11301,battery,B-HARDWARE,357,153,160,100,3,training
11302,modules,I-HARDWARE,357,161,168,100,3,training
11303,.,O,357,168,169,100,3,training
11304,A,O,358,0,1,100,3,training
11305,wire,O,358,2,6,100,3,training
11306,connects,O,358,7,15,100,3,training
11307,the,O,358,16,19,100,3,training
11308,battery,O,358,20,27,100,3,training
11309,pack,O,358,28,32,100,3,training
11310,and,B-HARDWARE,358,33,36,100,3,training
11311,the,I-HARDWARE,358,37,40,100,3,training
11312,switch,O,358,41,47,100,3,training
11313,for,O,358,48,51,100,3,training
11314,controlling,O,358,52,63,100,3,training
11315,current,O,358,64,71,100,3,training
11316,supply,B-HARDWARE,358,72,78,100,3,training
11317,of,I-HARDWARE,358,79,81,100,3,training
11318,the,O,358,82,85,100,3,training
11319,battery,O,358,86,93,100,3,training
11320,pack,B-HARDWARE,358,94,98,100,3,training
11321,.,O,358,98,99,100,3,training
11322,A,O,359,0,1,100,3,training
11323,voltage,O,359,2,9,100,3,training
11324,measuring,O,359,10,19,100,3,training
11325,circuit,O,359,20,27,100,3,training
11326,measures,O,359,28,36,100,3,training
11327,a,B-HARDWARE,359,37,38,100,3,training
11328,voltage,O,359,39,46,100,3,training
11329,of,O,359,47,49,100,3,training
11330,the,O,359,50,53,100,3,training
11331,bus,O,359,54,57,100,3,training
11332,-,O,359,57,58,100,3,training
11333,bar,O,359,58,61,100,3,training
11334,",",O,359,61,62,100,3,training
11335,a,O,359,63,64,100,3,training
11336,voltage,O,359,65,72,100,3,training
11337,of,B-HARDWARE,359,73,75,100,3,training
11338,the,I-HARDWARE,359,76,79,100,3,training
11339,battery,O,359,80,87,100,3,training
11340,pack,O,359,88,92,100,3,training
11341,",",B-HARDWARE,359,92,93,100,3,training
11342,and,I-HARDWARE,359,94,97,100,3,training
11343,voltages,O,359,98,106,100,3,training
11344,of,B-FUNCIONALIDADE,359,107,109,100,3,training
11345,the,I-FUNCIONALIDADE,359,110,113,100,3,training
11346,plurality,I-FUNCIONALIDADE,359,114,123,100,3,training
11347,of,I-FUNCIONALIDADE,359,124,126,100,3,training
11348,battery,O,359,127,134,100,3,training
11349,modules,O,359,135,142,100,3,training
11350,.,O,359,142,143,100,3,training
11351,A,O,360,0,1,100,3,training
11352,processor,O,360,2,11,100,3,training
11353,diagnoses,O,360,12,21,100,3,training
11354,a,O,360,22,23,100,3,training
11355,connection,O,360,24,34,100,3,training
11356,status,B-HARDWARE,360,35,41,100,3,training
11357,of,I-HARDWARE,360,42,44,100,3,training
11358,the,O,360,45,48,100,3,training
11359,bus,O,360,49,52,100,3,training
11360,-,O,360,52,53,100,3,training
11361,bar,O,360,53,56,100,3,training
11362,and,O,360,57,60,100,3,training
11363,a,O,360,61,62,100,3,training
11364,connection,O,360,63,73,100,3,training
11365,status,B-HARDWARE,360,74,80,100,3,training
11366,of,I-HARDWARE,360,81,83,100,3,training
11367,the,O,360,84,87,100,3,training
11368,wire,O,360,88,92,100,3,training
11369,based,B-HARDWARE,360,93,98,100,3,training
11370,on,B-FUNCIONALIDADE,360,99,101,100,3,training
11371,a,I-FUNCIONALIDADE,360,102,103,100,3,training
11372,current,I-FUNCIONALIDADE,360,104,111,100,3,training
11373,of,I-FUNCIONALIDADE,360,112,114,100,3,training
11374,the,I-FUNCIONALIDADE,360,115,118,100,3,training
11375,battery,I-FUNCIONALIDADE,360,119,126,100,3,training
11376,pack,O,360,127,131,100,3,training
11377,",",O,360,131,132,100,3,training
11378,the,O,360,133,136,100,3,training
11379,voltage,O,360,137,144,100,3,training
11380,of,O,360,145,147,100,3,training
11381,the,O,360,148,151,100,3,training
11382,bus,O,360,152,155,100,3,training
11383,-,B-HARDWARE,360,155,156,100,3,training
11384,bar,I-HARDWARE,360,156,159,100,3,training
11385,",",I-HARDWARE,360,159,160,100,3,training
11386,the,I-HARDWARE,360,161,164,100,3,training
11387,voltage,O,360,165,172,100,3,training
11388,of,O,360,173,175,100,3,training
11389,the,O,360,176,179,100,3,training
11390,battery,O,360,180,187,100,3,training
11391,pack,O,360,188,192,100,3,training
11392,",",B-HARDWARE,360,192,193,100,3,training
11393,and,I-HARDWARE,360,194,197,100,3,training
11394,the,I-HARDWARE,360,198,201,100,3,training
11395,voltages,O,360,202,210,100,3,training
11396,of,B-HARDWARE,360,211,213,100,3,training
11397,the,I-HARDWARE,360,214,217,100,3,training
11398,plurality,O,360,218,227,100,3,training
11399,of,B-FUNCIONALIDADE,360,228,230,100,3,training
11400,battery,I-FUNCIONALIDADE,360,231,238,100,3,training
11401,modules,I-FUNCIONALIDADE,360,239,246,100,3,training
11402,.,I-FUNCIONALIDADE,360,246,247,100,3,training
11403,1_20_A,O,362,0,6,101,9,test
11404,building,B-HARDWARE,362,7,15,101,9,test
11405,device,I-HARDWARE,362,16,22,101,9,test
11406,of,O,362,23,25,101,9,test
11407,a,O,362,26,27,101,9,test
11408,building,O,362,28,36,101,9,test
11409,includes,O,362,37,45,101,9,test
11410,or,O,362,46,48,101,9,test
11411,is,O,362,49,51,101,9,test
11412,in,O,362,52,54,101,9,test
11413,communication,O,362,55,68,101,9,test
11414,with,O,362,69,73,101,9,test
11415,a,O,362,74,75,101,9,test
11416,processing,B-HARDWARE,362,76,86,101,9,test
11417,circuit,I-HARDWARE,362,87,94,101,9,test
11418,configured,O,362,95,105,101,9,test
11419,to,O,362,106,108,101,9,test
11420,store,B-FUNCIONALIDADE,362,109,114,101,9,test
11421,one,I-FUNCIONALIDADE,362,115,118,101,9,test
11422,or,I-FUNCIONALIDADE,362,119,121,101,9,test
11423,more,I-FUNCIONALIDADE,362,122,126,101,9,test
11424,files,I-FUNCIONALIDADE,362,127,132,101,9,test
11425,",",O,362,132,133,101,9,test
11426,each,O,362,134,138,101,9,test
11427,of,O,362,139,141,101,9,test
11428,the,O,362,142,145,101,9,test
11429,one,O,362,146,149,101,9,test
11430,or,O,362,150,152,101,9,test
11431,more,O,362,153,157,101,9,test
11432,files,O,362,158,163,101,9,test
11433,comprising,O,362,164,174,101,9,test
11434,instructions,O,362,175,187,101,9,test
11435,and,O,362,188,191,101,9,test
11436,a,O,362,192,193,101,9,test
11437,ledger,O,362,194,200,101,9,test
11438,",",O,362,200,201,101,9,test
11439,the,O,362,202,205,101,9,test
11440,ledger,O,362,206,212,101,9,test
11441,comprising,B-FUNCIONALIDADE,362,213,223,101,9,test
11442,information,I-FUNCIONALIDADE,362,224,235,101,9,test
11443,describing,O,362,236,246,101,9,test
11444,at,O,362,247,249,101,9,test
11445,least,O,362,250,255,101,9,test
11446,one,O,362,256,259,101,9,test
11447,of,O,362,260,262,101,9,test
11448,the,O,362,263,266,101,9,test
11449,one,O,362,267,270,101,9,test
11450,or,O,362,271,273,101,9,test
11451,more,O,362,274,278,101,9,test
11452,files,O,362,279,284,101,9,test
11453,.,O,362,284,285,101,9,test
11454,The,O,363,0,3,101,9,test
11455,processing,O,363,4,14,101,9,test
11456,circuit,B-HARDWARE,363,15,22,101,9,test
11457,is,O,363,23,25,101,9,test
11458,configured,O,363,26,36,101,9,test
11459,to,O,363,37,39,101,9,test
11460,verify,O,363,40,46,101,9,test
11461,the,O,363,47,50,101,9,test
11462,one,O,363,51,54,101,9,test
11463,or,O,363,55,57,101,9,test
11464,more,O,363,58,62,101,9,test
11465,files,O,363,63,68,101,9,test
11466,by,O,363,69,71,101,9,test
11467,retrieving,O,363,72,82,101,9,test
11468,a,B-HARDWARE,363,83,84,101,9,test
11469,root,I-HARDWARE,363,85,89,101,9,test
11470,ledger,O,363,90,96,101,9,test
11471,from,O,363,97,101,101,9,test
11472,storage,O,363,102,109,101,9,test
11473,of,B-FUNCIONALIDADE,363,110,112,101,9,test
11474,the,I-FUNCIONALIDADE,363,113,116,101,9,test
11475,processing,I-FUNCIONALIDADE,363,117,127,101,9,test
11476,circuit,O,363,128,135,101,9,test
11477,",",O,363,135,136,101,9,test
11478,wherein,O,363,137,144,101,9,test
11479,the,O,363,145,148,101,9,test
11480,root,O,363,149,153,101,9,test
11481,ledger,O,363,154,160,101,9,test
11482,comprises,O,363,161,170,101,9,test
11483,information,O,363,171,182,101,9,test
11484,based,O,363,183,188,101,9,test
11485,on,O,363,189,191,101,9,test
11486,one,O,363,192,195,101,9,test
11487,or,O,363,196,198,101,9,test
11488,more,O,363,199,203,101,9,test
11489,characteristics,O,363,204,219,101,9,test
11490,of,B-FUNCIONALIDADE,363,220,222,101,9,test
11491,a,I-FUNCIONALIDADE,363,223,224,101,9,test
11492,blockchain,I-FUNCIONALIDADE,363,225,235,101,9,test
11493,",",O,363,235,236,101,9,test
11494,reassembling,O,363,237,249,101,9,test
11495,the,O,363,250,253,101,9,test
11496,blockchain,O,363,254,264,101,9,test
11497,based,O,363,265,270,101,9,test
11498,on,O,363,271,273,101,9,test
11499,the,O,363,274,277,101,9,test
11500,ledger,O,363,278,284,101,9,test
11501,of,O,363,285,287,101,9,test
11502,each,O,363,288,292,101,9,test
11503,of,B-HARDWARE,363,293,295,101,9,test
11504,the,I-HARDWARE,363,296,299,101,9,test
11505,one,I-HARDWARE,363,300,303,101,9,test
11506,or,I-HARDWARE,363,304,306,101,9,test
11507,more,O,363,307,311,101,9,test
11508,files,O,363,312,317,101,9,test
11509,",",O,363,317,318,101,9,test
11510,verifying,O,363,319,328,101,9,test
11511,the,B-FUNCIONALIDADE,363,329,332,101,9,test
11512,blockchain,I-FUNCIONALIDADE,363,333,343,101,9,test
11513,with,I-FUNCIONALIDADE,363,344,348,101,9,test
11514,the,I-FUNCIONALIDADE,363,349,352,101,9,test
11515,root,O,363,353,357,101,9,test
11516,ledger,O,363,358,364,101,9,test
11517,",",O,363,364,365,101,9,test
11518,and,O,363,366,369,101,9,test
11519,verifying,O,363,370,379,101,9,test
11520,the,O,363,380,383,101,9,test
11521,one,O,363,384,387,101,9,test
11522,or,O,363,388,390,101,9,test
11523,more,O,363,391,395,101,9,test
11524,files,O,363,396,401,101,9,test
11525,with,O,363,402,406,101,9,test
11526,the,B-HARDWARE,363,407,410,101,9,test
11527,verified,I-HARDWARE,363,411,419,101,9,test
11528,blockchain,O,363,420,430,101,9,test
11529,.,O,363,430,431,101,9,test
11530,The,O,364,0,3,101,9,test
11531,processing,O,364,4,14,101,9,test
11532,circuit,B-HARDWARE,364,15,22,101,9,test
11533,is,O,364,23,25,101,9,test
11534,configured,O,364,26,36,101,9,test
11535,to,O,364,37,39,101,9,test
11536,execute,O,364,40,47,101,9,test
11537,the,O,364,48,51,101,9,test
11538,instructions,O,364,52,64,101,9,test
11539,of,O,364,65,67,101,9,test
11540,the,O,364,68,71,101,9,test
11541,one,O,364,72,75,101,9,test
11542,or,B-HARDWARE,364,76,78,101,9,test
11543,more,I-HARDWARE,364,79,83,101,9,test
11544,files,I-HARDWARE,364,84,89,101,9,test
11545,in,I-HARDWARE,364,90,92,101,9,test
11546,response,O,364,93,101,101,9,test
11547,to,O,364,102,104,101,9,test
11548,a,O,364,105,106,101,9,test
11549,determination,O,364,107,120,101,9,test
11550,that,B-FUNCIONALIDADE,364,121,125,101,9,test
11551,the,I-FUNCIONALIDADE,364,126,129,101,9,test
11552,one,O,364,130,133,101,9,test
11553,or,O,364,134,136,101,9,test
11554,more,O,364,137,141,101,9,test
11555,files,O,364,142,147,101,9,test
11556,are,O,364,148,151,101,9,test
11557,verified,O,364,152,160,101,9,test
11558,.,O,364,160,161,101,9,test
11559,1_116_A,O,366,0,7,102,8,test
11560,battery,B-HARDWARE,366,8,15,102,8,test
11561,apparatus,I-HARDWARE,366,16,25,102,8,test
11562,estimates,B-FUNCIONALIDADE,366,26,35,102,8,test
11563,a,I-FUNCIONALIDADE,366,36,37,102,8,test
11564,surface,I-FUNCIONALIDADE,366,38,45,102,8,test
11565,SOC,I-FUNCIONALIDADE,366,46,49,102,8,test
11566,representing,O,366,50,62,102,8,test
11567,a,O,366,63,64,102,8,test
11568,potential,O,366,65,74,102,8,test
11569,at,O,366,75,77,102,8,test
11570,an,O,366,78,80,102,8,test
11571,electrode,O,366,81,90,102,8,test
11572,surface,O,366,91,98,102,8,test
11573,of,O,366,99,101,102,8,test
11574,the,O,366,102,105,102,8,test
11575,battery,O,366,106,113,102,8,test
11576,",",O,366,113,114,102,8,test
11577,and,O,366,115,118,102,8,test
11578,predicts,B-FUNCIONALIDADE,366,119,127,102,8,test
11579,an,I-FUNCIONALIDADE,366,128,130,102,8,test
11580,output,I-FUNCIONALIDADE,366,131,137,102,8,test
11581,of,O,366,138,140,102,8,test
11582,the,O,366,141,144,102,8,test
11583,battery,O,366,145,152,102,8,test
11584,during,O,366,153,159,102,8,test
11585,a,O,366,160,161,102,8,test
11586,requested,O,366,162,171,102,8,test
11587,time,O,366,172,176,102,8,test
11588,based,O,366,177,182,102,8,test
11589,on,O,366,183,185,102,8,test
11590,the,O,366,186,189,102,8,test
11591,first,O,366,190,195,102,8,test
11592,surface,O,366,196,203,102,8,test
11593,SOC,O,366,204,207,102,8,test
11594,",",O,366,207,208,102,8,test
11595,a,O,366,209,210,102,8,test
11596,cut,O,366,211,214,102,8,test
11597,-,O,366,214,215,102,8,test
11598,off,O,366,215,218,102,8,test
11599,voltage,O,366,219,226,102,8,test
11600,",",O,366,226,227,102,8,test
11601,and,O,366,228,231,102,8,test
11602,the,O,366,232,235,102,8,test
11603,requested,O,366,236,245,102,8,test
11604,time,O,366,246,250,102,8,test
11605,.,O,366,250,251,102,8,test
11606,1_107_Multi,O,368,0,11,103,10,validation
11607,-,O,368,11,12,103,10,validation
11608,planar,O,368,12,18,103,10,validation
11609,detection,O,368,19,28,103,10,validation
11610,and,O,368,29,32,103,10,validation
11611,imaging,O,368,33,40,103,10,validation
11612,systems,O,368,41,48,103,10,validation
11613,and,O,368,49,52,103,10,validation
11614,methods,O,368,53,60,103,10,validation
11615,are,O,368,61,64,103,10,validation
11616,provided,O,368,65,73,103,10,validation
11617,.,O,368,73,74,103,10,validation
11618,The,O,369,0,3,103,10,validation
11619,system,O,369,4,10,103,10,validation
11620,has,O,369,11,14,103,10,validation
11621,a,O,369,15,16,103,10,validation
11622,radio,O,369,17,22,103,10,validation
11623,device,O,369,23,29,103,10,validation
11624,",",O,369,29,30,103,10,validation
11625,at,O,369,31,33,103,10,validation
11626,least,O,369,34,39,103,10,validation
11627,one,O,369,40,43,103,10,validation
11628,antenna,O,369,44,51,103,10,validation
11629,",",O,369,51,52,103,10,validation
11630,and,O,369,53,56,103,10,validation
11631,a,O,369,57,58,103,10,validation
11632,processing,O,369,59,69,103,10,validation
11633,system,O,369,70,76,103,10,validation
11634,in,O,369,77,79,103,10,validation
11635,communication,O,369,80,93,103,10,validation
11636,with,B-HARDWARE,369,94,98,103,10,validation
11637,the,I-HARDWARE,369,99,102,103,10,validation
11638,radio,O,369,103,108,103,10,validation
11639,device,O,369,109,115,103,10,validation
11640,.,O,369,115,116,103,10,validation
11641,The,O,370,0,3,103,10,validation
11642,radio,O,370,4,9,103,10,validation
11643,device,O,370,10,16,103,10,validation
11644,includes,O,370,17,25,103,10,validation
11645,at,O,370,26,28,103,10,validation
11646,least,O,370,29,34,103,10,validation
11647,one,O,370,35,38,103,10,validation
11648,receiver,O,370,39,47,103,10,validation
11649,and,O,370,48,51,103,10,validation
11650,a,O,370,52,53,103,10,validation
11651,first,O,370,54,59,103,10,validation
11652,transmitter,O,370,60,71,103,10,validation
11653,transmitting,O,370,72,84,103,10,validation
11654,radio,O,370,85,90,103,10,validation
11655,waves,O,370,91,96,103,10,validation
11656,in,B-HARDWARE,370,97,99,103,10,validation
11657,multiple,O,370,100,108,103,10,validation
11658,planes,O,370,109,115,103,10,validation
11659,.,O,370,115,116,103,10,validation
11660,The,O,371,0,3,103,10,validation
11661,antenna,O,371,4,11,103,10,validation
11662,transmits,O,371,12,21,103,10,validation
11663,the,O,371,22,25,103,10,validation
11664,radio,O,371,26,31,103,10,validation
11665,waves,O,371,32,37,103,10,validation
11666,in,O,371,38,40,103,10,validation
11667,multiple,O,371,41,49,103,10,validation
11668,frequencies,O,371,50,61,103,10,validation
11669,.,O,371,61,62,103,10,validation
11670,A,O,372,0,1,103,10,validation
11671,second,O,372,2,8,103,10,validation
11672,transmitter,O,372,9,20,103,10,validation
11673,transmits,O,372,21,30,103,10,validation
11674,a,O,372,31,32,103,10,validation
11675,carrier,O,372,33,40,103,10,validation
11676,radio,O,372,41,46,103,10,validation
11677,wave,O,372,47,51,103,10,validation
11678,guiding,O,372,52,59,103,10,validation
11679,the,O,372,60,63,103,10,validation
11680,radio,O,372,64,69,103,10,validation
11681,waves,O,372,70,75,103,10,validation
11682,such,O,372,76,80,103,10,validation
11683,that,O,372,81,85,103,10,validation
11684,the,O,372,86,89,103,10,validation
11685,radio,O,372,90,95,103,10,validation
11686,waves,B-HARDWARE,372,96,101,103,10,validation
11687,identify,O,372,102,110,103,10,validation
11688,points,O,372,111,117,103,10,validation
11689,of,O,372,118,120,103,10,validation
11690,interest,O,372,121,129,103,10,validation
11691,in,O,372,130,132,103,10,validation
11692,an,O,372,133,135,103,10,validation
11693,object,B-SOFTWARE,372,136,142,103,10,validation
11694,or,I-SOFTWARE,372,143,145,103,10,validation
11695,living,O,372,146,152,103,10,validation
11696,entity,O,372,153,159,103,10,validation
11697,and,O,372,160,163,103,10,validation
11698,reflect,O,372,164,171,103,10,validation
11699,back,O,372,172,176,103,10,validation
11700,to,O,372,177,179,103,10,validation
11701,the,B-HARDWARE,372,180,183,103,10,validation
11702,radio,I-HARDWARE,372,184,189,103,10,validation
11703,device,O,372,190,196,103,10,validation
11704,.,B-HARDWARE,372,196,197,103,10,validation
11705,The,O,373,0,3,103,10,validation
11706,receiver,O,373,4,12,103,10,validation
11707,receives,O,373,13,21,103,10,validation
11708,the,O,373,22,25,103,10,validation
11709,reflected,O,373,26,35,103,10,validation
11710,radio,O,373,36,41,103,10,validation
11711,waves,O,373,42,47,103,10,validation
11712,",",O,373,47,48,103,10,validation
11713,and,O,373,49,52,103,10,validation
11714,the,O,373,53,56,103,10,validation
11715,processing,O,373,57,67,103,10,validation
11716,system,O,373,68,74,103,10,validation
11717,analyzes,O,373,75,83,103,10,validation
11718,the,O,373,84,87,103,10,validation
11719,points,O,373,88,94,103,10,validation
11720,of,B-HARDWARE,373,95,97,103,10,validation
11721,interest,O,373,98,106,103,10,validation
11722,and,O,373,107,110,103,10,validation
11723,constructs,O,373,111,121,103,10,validation
11724,an,B-HARDWARE,373,122,124,103,10,validation
11725,image,O,373,125,130,103,10,validation
11726,of,O,373,131,133,103,10,validation
11727,the,B-SOFTWARE,373,134,137,103,10,validation
11728,object,I-SOFTWARE,373,138,144,103,10,validation
11729,or,I-SOFTWARE,373,145,147,103,10,validation
11730,living,O,373,148,154,103,10,validation
11731,entity,O,373,155,161,103,10,validation
11732,.,O,373,161,162,103,10,validation
11733,An,O,374,0,2,103,10,validation
11734,AI,O,374,3,5,103,10,validation
11735,engine,O,374,6,12,103,10,validation
11736,including,O,374,13,22,103,10,validation
11737,a,O,374,23,24,103,10,validation
11738,recurrent,O,374,25,34,103,10,validation
11739,neural,O,374,35,41,103,10,validation
11740,network,O,374,42,49,103,10,validation
11741,may,O,374,50,53,103,10,validation
11742,be,O,374,54,56,103,10,validation
11743,provided,O,374,57,65,103,10,validation
11744,",",O,374,65,66,103,10,validation
11745,and,O,374,67,70,103,10,validation
11746,the,O,374,71,74,103,10,validation
11747,recurrent,O,374,75,84,103,10,validation
11748,neural,O,374,85,91,103,10,validation
11749,network,B-HARDWARE,374,92,99,103,10,validation
11750,controls,O,374,100,108,103,10,validation
11751,transmission,O,374,109,121,103,10,validation
11752,of,B-HARDWARE,374,122,124,103,10,validation
11753,the,O,374,125,128,103,10,validation
11754,radio,O,374,129,134,103,10,validation
11755,waves,B-SOFTWARE,374,135,140,103,10,validation
11756,.,I-SOFTWARE,374,140,141,103,10,validation
11757,The,O,375,0,3,103,10,validation
11758,AI,O,375,4,6,103,10,validation
11759,engine,O,375,7,13,103,10,validation
11760,analyzes,O,375,14,22,103,10,validation
11761,the,O,375,23,26,103,10,validation
11762,points,O,375,27,33,103,10,validation
11763,of,O,375,34,36,103,10,validation
11764,interest,O,375,37,45,103,10,validation
11765,",",O,375,45,46,103,10,validation
11766,predicts,O,375,47,55,103,10,validation
11767,relationships,O,375,56,69,103,10,validation
11768,between,O,375,70,77,103,10,validation
11769,the,O,375,78,81,103,10,validation
11770,points,O,375,82,88,103,10,validation
11771,of,O,375,89,91,103,10,validation
11772,interest,B-HARDWARE,375,92,100,103,10,validation
11773,",",I-HARDWARE,375,100,101,103,10,validation
11774,and,O,375,102,105,103,10,validation
11775,constructs,O,375,106,116,103,10,validation
11776,an,O,375,117,119,103,10,validation
11777,image,B-HARDWARE,375,120,125,103,10,validation
11778,of,O,375,126,128,103,10,validation
11779,the,O,375,129,132,103,10,validation
11780,object,O,375,133,139,103,10,validation
11781,or,B-SOFTWARE,375,140,142,103,10,validation
